BuildingType,PrimaryPropertyType,NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,BuildingAge,Location,SteamUse %,Electricity %,NaturalGas %,total other type %,location_type
NonResidential,Warehouse,4.0,149881,97.0,2417401.25,95.86,65,6thAve.South,0.0,0.2916598971726353,0.7083399994105241,1.034168406466307e-07,south
NonResidential,Warehouse,3.0,98220,12.0,6468090.0,75.29,65,6THAVES,0.0,0.8988110864258227,0.10118875896903104,1.5460514624088262e-07,south
NonResidential,Distribution Center,1.0,84420,55.0,2848317.25,19.86,46,8thAveS,0.0,0.9999999122288783,0.0,8.777112170399448e-08,south
NonResidential,Distribution Center,2.0,56876,,1791715.625,48.5,88,4thAveS,0.0,0.5644216001074389,0.4355780510648837,3.4882767740995746e-07,south
NonResidential,Distribution Center,1.0,111908,87.0,1555420.25,34.14,29,6thAveS,0.0,0.6753853178907758,0.324614521380958,1.6072826625190828e-07,south
NonResidential,Supermarket / Grocery Store,1.0,106345,91.0,16865978.0,293.56,46,NW85thStreet,0.0,0.7738549166849381,0.22614496473314502,1.1858191684144259e-07,north
NonResidential,Large Office,4.0,113768,73.0,8873485.0,61.86,8,N34thStreet,0.0,0.9999998873047061,0.0,1.1269529387458732e-07,north
NonResidential,Small- and Mid-Sized Office,2.0,51374,33.0,5481549.0,38.21,16,N34thSt,0.0,0.9999998175698147,0.0,1.8243018529151556e-07,north
NonResidential,Large Office,5.0,110524,57.0,6859198.0,47.82,18,DexterAvenueNorth,0.0,0.9999998542103611,0.0,1.457896389167601e-07,city_center
NonResidential,Mixed Use Property,5.0,183574,,21042926.0,314.43,8,EastlakeAve,0.0,0.8272377139947172,0.17276214343955779,1.42565725003152e-07,city_center
NonResidential,Laboratory,4.0,97366,,36436388.0,1154.79,17,EastlakeAvenueEast,0.0,0.46418390867942233,0.5358160638754862,2.7445091532740662e-08,city_center
NonResidential,Large Office,7.0,157186,88.0,8655604.0,68.06,16,SecondAvenue,0.0,0.9806816485597076,0.01931812037611702,2.310641753489051e-07,city_center
NonResidential,Large Office,5.0,84210,85.0,4750799.0,65.03,42,QueenAnne,0.0,0.8544404846426885,0.14555930486640248,2.1049090903613177e-07,city_center
NonResidential,Small- and Mid-Sized Office,3.0,76893,,12029600.0,260.13,114,AlaskanWay,0.0,0.6824216931568797,0.31757822371483674,8.312828359002822e-08,city_center
NonResidential,Large Office,8.0,126370,65.0,9343428.0,119.93,41,FourthAvenue,0.0,0.8728855191049795,0.12711437386792085,1.0702709962728818e-07,city_center
NonResidential,Large Office,7.0,274362,82.0,16540550.0,147.82,63,TerryAve,0.0,0.9574079459268283,0.04259193315820816,1.2091496348620723e-07,city_center
NonResidential,Large Office,15.0,261722,85.0,17750994.0,246.83,33,SixthAvenue,0.0,0.8497164722155841,0.15028341511466908,1.1266974686563458e-07,city_center
NonResidential,Large Office,11.0,169020,83.0,11480494.0,346.62,53,6thAve,0.25151925082666304,0.6279777682040512,0.1205028285368208,1.5243246498375385e-07,city_center
NonResidential,Other,33.0,429405,98.0,274682208.0,1921.82,35,6thAve,0.0,0.9994549592378404,0.0005448914987606332,1.492633989741421e-07,city_center
NonResidential,Large Office,76.0,1632820,86.0,92937640.0,882.56,31,5thAvenue,0.0,0.9452775215725298,0.05472231702892391,1.6139854630559114e-07,city_center
NonResidential,Large Office,19.0,293737,90.0,15878689.0,110.7,35,OliveWay,0.0,0.9999998740450172,0.0,1.2595498277701012e-07,city_center
NonResidential,Medical Office,18.0,335064,68.0,22104512.0,582.28,91,OliveWay,0.27551784450161126,0.7239400263620387,0.0005420160372687712,1.1309908132250968e-07,city_center
NonResidential,Retail Store,4.0,78920,80.0,8303666.5,109.85,87,PineSt,0.0,0.864358654095754,0.13564128568988168,6.021436438352623e-08,city_center
NonResidential,Other,0.0,947987,,46510960.0,324.25,17,PineStreet,0.0,0.9999998709981476,0.0,1.290018524224834e-07,city_center
NonResidential,Mixed Use Property,4.0,55520,,3686962.25,150.88,108,EPineSt,0.0,0.2641488938488589,0.7358510383446427,6.780649841608977e-08,city_center
NonResidential,Retail Store,3.0,83118,59.0,2443141.5,27.82,76,PikeStreet,0.0,0.9043352585185918,0.0956645368268682,2.0465454009244155e-07,city_center
NonResidential,Retail Store,3.0,77555,39.0,7802205.5,54.4,92,ThirdAvenue,0.0,0.9999803260757487,1.960983980747495e-05,6.408444386263312e-08,city_center
NonResidential,Small- and Mid-Sized Office,6.0,51218,57.0,2886141.5,20.12,107,WesternAvenue,0.0,0.9999998267583208,0.0,1.732416792243896e-07,city_center
NonResidential,Large Office,29.0,489182,43.0,36378588.0,426.39,46,4thAvenue,0.0,0.897061810095543,0.1029380799496671,1.0995478993969243e-07,city_center
NonResidential,Large Office,27.0,203251,62.0,16246106.0,639.72,87,3rdAvenue,0.4563484936020976,0.5358066726882121,0.007844772156478604,6.155321163880956e-08,city_center
NonResidential,Large Office,13.0,189175,13.0,19036416.0,132.71,95,3rdAve,0.0,0.9999998424073103,0.0,1.5759268967574513e-07,city_center
NonResidential,Large Office,13.0,219322,25.0,17074142.0,119.03,18,3rdAve,0.0,0.9999998242957099,0.0,1.7570429011737332e-07,city_center
NonResidential,Large Office,7.0,122356,91.0,4585070.5,41.8,106,WesternAvenue,0.0,0.9534891557283579,0.04651073522206474,1.0904957736812548e-07,city_center
NonResidential,Small- and Mid-Sized Office,3.0,52298,89.0,1968655.125,13.72,95,2ndAve,0.0,0.9999999365048766,0.0,6.349512338132968e-08,city_center
NonResidential,Large Office,17.0,116640,75.0,6758565.5,169.06,105,2ndAvenue,0.2569555070524951,0.743044363482162,0.0,1.294653428907111e-07,city_center
NonResidential,Large Office,42.0,1047934,95.0,37980712.0,264.78,35,5thAve,0.0,0.9999998156959248,0.0,1.8430407522362913e-07,city_center
NonResidential,University,2.0,60122,,690529.5,9.31,100,13thAve,0.0,0.8588032806708475,0.1411959952471256,7.240820268927806e-07,city_center
NonResidential,Large Office,9.0,224857,79.0,15272491.0,390.67,45,5THAVE,0.26501773679224955,0.7349821322533436,0.0,1.309544068739399e-07,city_center
NonResidential,Large Office,8.0,321473,96.0,13568148.0,94.59,18,SouthJacksonA-15,0.0,0.9999998525959475,0.0,1.474040525195619e-07,south
NonResidential,Other,2.0,58492,,1594422.5,51.56,77,1STAVESO,0.0,0.4501981124827328,0.549801573924101,3.135931662123781e-07,south
NonResidential,Small- and Mid-Sized Office,6.0,62370,30.0,4353025.0,30.35,109,1stAvenueSouth,0.0,0.999999770274694,0.0,2.297253060001836e-07,south
Nonresidential COS,Other,4.0,99122,,14469228.0,179.45,72,AirportWayS,0.0,0.8822950332941053,0.11770482848151954,1.3822437516797237e-07,south
NonResidential,Other,1.0,66133,,6345009.5,89.94,31,6thAvenueS,0.0,0.8438789571552257,0.15612096404268583,7.880208852117931e-08,south
NonResidential,Warehouse,2.0,115668,,3534690.75,111.23,64,SouthHanfordStreet,0.0,0.4690466910011859,0.5309530968161783,2.121826357948109e-07,south
NonResidential,Other,1.0,141686,,6673138.0,46.52,46,7thAvenueSouth,0.0,0.9999998501454638,0.0,1.4985453622440303e-07,south
NonResidential,Large Office,2.0,156188,67.0,6843855.0,60.92,43,6thAve.S,0.0,0.9581560392498087,0.041843814633711555,1.4611647969342556e-07,south
NonResidential,Warehouse,1.0,115620,11.0,1951856.25,13.61,50,SFidalgoSt,0.0,0.9999998719167972,0.0,1.2808320282164942e-07,south
NonResidential,Large Office,5.0,238148,93.0,10775646.0,75.12,41,4thAveS,0.0,0.9999999071981392,0.0,9.280186075155683e-08,south
NonResidential,Distribution Center,1.0,71718,100.0,151754.2969,1.06,47,SRiverStreet,0.0,0.9999980435479848,0.0,1.956452015172694e-06,south
NonResidential,Retail Store,1.0,102500,81.0,7305474.0,158.55,24,SWBARTONST,0.0,0.6807050439163838,0.31929481919995883,1.3688365740893715e-07,south
NonResidential,Other,6.0,88498,,8915523.0,119.92,14,NE49thStreet,0.0,0.8595776153569454,0.14042227247913555,1.1216391904156353e-07,north
NonResidential,Other,5.0,283435,,11077140.0,99.14,16,NENorthgateWay,0.0,0.9571199786226409,0.042879931101349265,9.027600988975593e-08,north
NonResidential,Large Office,4.0,142510,77.0,9683979.0,67.51,8,ElliottAvenueWest,0.0,0.9999998967366617,0.0,1.0326333832466617e-07,city_center
NonResidential,Small- and Mid-Sized Office,6.0,79920,83.0,5392617.5,74.45,116,OccidentalAve.South,0.0,0.851879259005483,0.14812064827516508,9.271935197396886e-08,south
NonResidential,Warehouse,1.0,179413,57.0,3459543.0,24.12,70,1stAveS.,0.0,0.9999997109444803,0.0,2.8905551974212074e-07,south
NonResidential,Large Office,10.0,381511,87.0,11410228.0,106.12,22,WestlakeAvenueNorth,0.0,0.9495169596961603,0.05048295266317202,8.764066761202116e-08,city_center
NonResidential,Large Office,17.0,275166,91.0,13631141.0,95.03,7,-5thAvenue,0.0,0.9999999266385697,0.0,7.33614302639296e-08,city_center
NonResidential,Mixed Use Property,6.0,68100,63.0,4865551.5,79.39,7,NE42ndStreet,0.0,0.7974623226164598,0.20253757462026659,1.0276327366831595e-07,north
NonResidential,Retail Store,2.0,93803,,5453438.5,110.41,60,NEUniversityVillageStreet,0.0,0.7122726331286215,0.2877272751861051,9.168527337344301e-08,north
NonResidential,Medical Office,5.0,162150,70.0,9941308.0,69.3,13,Broadway,0.0,0.9999998994096149,0.0,1.0059038513254848e-07,city_center
NonResidential,Mixed Use Property,4.0,55800,,2655387.5,20.85,12,broadway,0.0,0.9809427061022167,0.0190571056013482,1.8829643511075744e-07,city_center
NonResidential,Medical Office,5.0,130262,59.0,12731388.0,133.5,26,Broadway,0.0,0.9238230741220046,0.07617684733196411,7.854603123469417e-08,city_center
NonResidential,Other,5.0,90266,18.0,7771933.5,54.18,29,4thAveNE,0.0,0.9999999356659447,0.0,6.43340553052596e-08,north
NonResidential,Hotel,6.0,100528,28.0,13410041.0,453.76,13,Broadway,0.0,0.41770916285789134,0.5822907625711211,7.457098760710323e-08,city_center
NonResidential,Other,5.0,141718,,19085174.0,341.23,17,5thAvenueNorth,0.0,0.7635853359262011,0.236414611677106,5.239669287337989e-08,city_center
NonResidential,Hotel,5.0,90583,8.0,9444484.0,278.97,8,RoyST,0.0,0.5109063660862785,0.489093528031812,1.0588190946236864e-07,city_center
NonResidential,Warehouse,4.0,132828,83.0,1083729.625,7.56,28,12thAveE,0.0,0.9999994232878888,0.0,5.767121111777129e-07,city_center
NonResidential,Warehouse,1.0,70400,1.0,13962749.0,284.01,46,HighlandParkwaySW,0.0,0.710246026767365,0.28975390161350034,7.161913462283565e-08,south
NonResidential,Retail Store,1.0,101830,60.0,10713006.0,295.12,21,AURORAAVEN,0.0,0.5540335737700511,0.4459663328854665,9.334448236586468e-08,north
SPS-District K-12,Other,3.0,338063,,20675922.0,259.49,14,3RDAVES,0.0,0.8790845215995688,0.12091528493868375,1.9346174739975908e-07,south
NonResidential,Medical Office,6.0,320946,57.0,25471308.0,189.85,106,17thAvenue,0.0,0.9895480828860458,0.010451838594233166,7.85197210584343e-08,city_center
NonResidential,Retail Store,1.0,74178,,5402181.0,134.82,58,SMichiganSt,0.0,0.6101839238633433,0.38981589102623554,1.8511042121360788e-07,south
NonResidential,Warehouse,4.0,80360,96.0,686019.1875,16.27,29,LakeCityWayNe,0.0,0.6370361178855511,0.3629636087984784,2.733159705226029e-07,north
SPS-District K-12,K-12 School,1.0,61183,92.0,2424724.25,95.54,66,CaliforniaAve.S.W.,0.0,0.29710842377231145,0.7028914731231809,1.0310450759831724e-07,south
NonResidential,Supermarket / Grocery Store,3.0,119190,71.0,10077532.0,267.0,20,BroadwayAvenue,0.0,0.5768681260451468,0.42313177472420826,9.923064492323164e-08,city_center
NonResidential,Other,2.0,51856,,1938613.125,13.51,8,AIRPORTWAYS,0.0,0.9999999355209153,0.0,6.44790847381671e-08,south
NonResidential,Mixed Use Property,3.0,53552,3.0,7070998.5,49.29,95,1stAveS,0.0,0.9999999292886288,0.0,7.071137120284732e-08,south
NonResidential,Large Office,3.0,65434,1.0,17880184.0,128.73,56,15thAveNE,0.0,0.9950492679493679,0.004950508339287784,2.237113443381844e-07,north
NonResidential,Warehouse,1.0,44100,1.0,1618916.375,11.29,40,FoxAveS,0.0,0.999999768363576,0.0,2.316364240417812e-07,south
NonResidential,Distribution Center,1.0,27800,13.0,1224186.25,24.39,51,EASTMARGINALWAYS,0.0,0.719339071158494,0.28066072462421465,2.042172912997131e-07,south
NonResidential,Small- and Mid-Sized Office,3.0,38460,69.0,1950713.25,36.02,106,14THAVENUE,0.0,0.7508376743737195,0.24916219746802867,1.2815825178869034e-07,city_center
NonResidential,Worship Facility,2.0,21022,54.0,945245.625,43.84,94,N.78THST,0.0,0.14589012247478003,0.8541092163214191,6.61203800822463e-07,north
SPS-District K-12,K-12 School,2.0,51489,93.0,1984067.625,70.76,62,59thAveS.W.,0.0,0.37815293720142223,0.6218467477891536,3.150094241011203e-07,south
NonResidential,Warehouse,1.0,30004,,369291.5,2.57,37,40thAvenueS,0.0,0.999998646056029,0.0,1.3539439710497092e-06,south
NonResidential,Worship Facility,2.0,33589,90.0,509836.1875,21.93,102,NW73RDST,0.0,0.21894483509960735,0.7810547971352073,3.677651853051245e-07,north
NonResidential,Small- and Mid-Sized Office,3.0,43500,46.0,3220635.25,22.65,37,ShilsholeAveNW,0.0,0.9986837224115956,0.001316199963966736,7.762443765546578e-08,north
NonResidential,Laboratory,2.0,22588,,7251589.0,50.55,70,OliveWay,0.0,0.9999998620991896,0.0,1.3790081043740798e-07,city_center
SPS-District K-12,K-12 School,2.0,37327,92.0,1967476.375,71.06,91,E.Cherry,0.0,0.36826871682258444,0.6317310925779223,1.9059949329935932e-07,city_center
NonResidential,Retail Store,2.0,147545,69.0,6787070.0,169.75,99,SouthLaneSt,0.0,0.6090271648885307,0.39097268777248506,1.4733898423546776e-07,south
Nonresidential COS,Other,2.0,21462,,1114384.625,7.77,93,NE75thST,0.0,0.9999994391523483,0.0,5.60847651653873e-07,north
SPS-District K-12,K-12 School,2.0,47602,78.0,2249592.5,83.59,86,StoneAve.N.,0.0,0.34576751122703336,0.6542322665104903,2.2226247642365138e-07,north
NonResidential,Restaurant,2.0,31020,,4970047.0,207.6,61,1stAve,0.0,0.24579264542166301,0.7542071533729963,2.0120534072187723e-07,city_center
NonResidential,Small- and Mid-Sized Office,2.0,21600,,1636649.125,29.62,99,WESTERNAVE,0.0,0.7588584388849993,0.24114148473943675,7.63755639843211e-08,city_center
NonResidential,Small- and Mid-Sized Office,3.0,64630,96.0,1408291.375,9.82,74,1stAvenueRoom140,0.0,0.9999997337198774,0.0,2.66280122618312e-07,city_center
NonResidential,Retail Store,1.0,48139,98.0,859236.625,24.02,48,AuroraAve.N.,0.0,0.5451373770292904,0.4548618955808593,7.273898502413445e-07,north
NonResidential,Worship Facility,2.0,21364,86.0,965651.125,43.8,67,CaliforniaAveSW,0.0,0.16799027702680924,0.8320095935268548,1.2944633598355182e-07,south
NonResidential,University,3.0,21600,,323739.4063,6.33,88,LenoraSt.,0.0,0.7275790200891588,0.27241972488907973,1.2550217615148185e-06,city_center
NonResidential,Retail Store,2.0,49965,82.0,3377209.75,29.54,13,NEUniversityVillageStreet,0.0,0.9615026132149477,0.03849716470823288,2.2207681948938074e-07,north
NonResidential,Small- and Mid-Sized Office,7.0,23622,100.0,552007.5,9.95,116,FirstAvenue,0.0,0.7605838688785931,0.23941522533661228,9.057847946136732e-07,city_center
NonResidential,Mixed Use Property,2.0,26160,55.0,2186018.5,15.24,38,3rdAvenue,0.0,0.9999997712736649,0.0,2.2872633509418705e-07,city_center
NonResidential,Retail Store,2.0,46800,86.0,1245187.5,8.68,110,2ndAvenue,0.0,0.9999995984540481,0.0,4.0154595193353515e-07,city_center
NonResidential,Small- and Mid-Sized Office,3.0,37350,51.0,2067352.5,14.63,37,ThirdAve.,0.0,0.9977108403138797,0.0022889178308972465,2.4185522307096363e-07,city_center
NonResidential,Retail Store,2.0,26270,32.0,1560461.75,33.78,85,ThirdAvenue,0.0,0.6819135425780222,0.31808597679500955,4.806269682244846e-07,city_center
NonResidential,Mixed Use Property,2.0,22616,,418348.5,2.92,62,3RDAVE,0.0,0.9999988048242076,0.0,1.1951757924455464e-06,city_center
NonResidential,Hotel,5.0,57800,87.0,2443065.25,66.29,26,3rdave,0.0,0.5629956056228953,0.437004292046641,1.0233046365826226e-07,city_center
NonResidential,Other,2.0,31890,2.0,1858224.625,12.95,61,OliveWay,0.0,0.9999996636574547,0.0,3.363425452596047e-07,city_center
NonResidential,Small- and Mid-Sized Office,2.0,30438,53.0,1441900.5,41.69,91,StewartStreet,0.31245034764881485,0.6875495223144732,0.0,1.3003671195388478e-07,city_center
NonResidential,Restaurant,3.0,22381,,3532966.5,126.78,93,5thAvenue,0.0,0.3733531014234072,0.6266467570524656,1.4152412708412498e-07,city_center
NonResidential,Retail Store,1.0,23562,,439521.0938,11.14,91,1stAve,0.0,0.6018345961806487,0.39816519040524834,2.134141029452863e-07,city_center
NonResidential,Medical Office,4.0,26670,51.0,1553208.375,10.83,64,4thAve,0.0,0.9999785122199074,2.1246344361232278e-05,2.4143573140733565e-07,city_center
NonResidential,Hotel,4.0,44416,61.0,2669564.25,72.78,49,EighthAvenue,0.0,0.5602198935650265,0.439780012786731,9.364824249402659e-08,city_center
NonResidential,Retail Store,2.0,39265,,5238803.0,47.12,60,NEUniversityVillageSt.,0.0,0.9561537244290347,0.04384608468766625,1.9088329905603274e-07,north
NonResidential,Retail Store,2.0,54284,18.0,6778694.0,63.61,60,NE49thStreet,0.0,0.9477046758564408,0.05229517662251755,1.4752104160464796e-07,north
NonResidential,Retail Store,1.0,63153,,4644178.0,47.66,19,26thAvenueNE,0.0,0.92867219990276,0.07132758477388249,2.1532335758855936e-07,north
NonResidential,Other,4.0,32356,81.0,1857154.75,74.92,89,5thAve,0.4752596343950336,0.5247403319513357,0.0,3.365363065999105e-08,city_center
NonResidential,Hotel,7.0,48220,24.0,3993913.25,126.3,56,8thAve,0.0,0.4656758631399918,0.5343240742647578,6.259525031637736e-08,city_center
NonResidential,Small- and Mid-Sized Office,5.0,32256,51.0,3460275.5,99.15,38,stewartst,0.0,0.5300439228032565,0.4699559326995784,1.4449716512210387e-07,city_center
NonResidential,Worship Facility,2.0,23931,88.0,496477.3125,18.66,106,1stavene,0.0,0.3365209160489081,0.6634784545164891,6.294346027724274e-07,north
NonResidential,Worship Facility,2.0,21393,57.0,845961.375,32.64,68,EGreenLakeWayN,0.0,0.3148595288998862,0.6851400278174639,4.43282649920107e-07,north
NonResidential,Senior Care Community,6.0,62334,100.0,1076733.25,34.98,10,BorenAvenue,0.0,0.4468776273046272,0.5531221405115891,2.3218378364386894e-07,city_center
NonResidential,University,3.0,28800,,717056.375,8.45,106,9THAVE,0.0,0.8958096216632897,0.10418985536527724,5.22971433047914e-07,city_center
NonResidential,K-12 School,3.0,22860,43.0,931148.625,6.49,21,VirginiaSt.,0.0,0.9999993287859926,0.0,6.712140073750206e-07,city_center
NonResidential,Worship Facility,2.0,21732,2.0,860364.1875,23.59,51,52ndAvenueSouth,0.0,0.5569257844080127,0.44307399766101957,2.1793096771638432e-07,south
SPS-District K-12,K-12 School,1.0,38624,83.0,1424157.25,38.78,58,60THAVENE,0.0,0.5608959263452122,0.43910319594272335,8.777120643621572e-07,north
NonResidential,Hotel,3.0,20571,72.0,716279.6875,4.99,86,12thAveNE,0.0,0.9999990401793992,0.0,9.598206007765953e-07,north
NonResidential,Worship Facility,2.0,31386,52.0,1128179.125,27.14,16,NE80thSt.,0.0,0.6297563784474385,0.37024351075455325,1.1079800832369813e-07,north
NonResidential,Small- and Mid-Sized Office,2.0,57619,68.0,2641681.75,20.08,4,N.NorthlakeWay,0.0,0.986367491087827,0.013632225002122227,2.8391005080230514e-07,north
NonResidential,Hotel,9.0,104000,8.0,8690648.0,355.8,91,4thave,0.4117700141577475,0.4786549863715571,0.10957491317103167,8.62996637485125e-08,city_center
SPS-District K-12,K-12 School,1.0,55206,75.0,2345752.5,61.84,45,23rdAve.S.,0.0,0.5797056594845365,0.42029412736424665,2.1315121689902128e-07,south
NonResidential,Senior Care Community,3.0,78374,98.0,3321035.75,23.15,35,SWaldenSt,0.0,0.9999997741668394,0.0,2.2583316061641767e-07,south
NonResidential,Mixed Use Property,2.0,38784,,1841154.25,26.11,9,NW42ndStreet,0.0,0.8437174669096845,0.15628239730592916,1.3578438629036071e-07,north
NonResidential,Small- and Mid-Sized Office,5.0,39960,77.0,2178690.5,49.98,116,1stAve,0.0,0.6538891136671316,0.3461106568372148,2.2949565359198232e-07,city_center
NonResidential,K-12 School,3.0,49744,98.0,2096835.5,89.29,51,SWGeneseeSt,0.0,0.22812900678188633,0.7718707547635473,2.384545664257942e-07,south
NonResidential,Worship Facility,2.0,37816,60.0,1411305.5,43.45,93,42ndAveSW,0.0,0.48379461427734816,0.5162050314407476,3.542819042579026e-07,south
NonResidential,Other,1.0,33334,,6118300.5,210.3,32,36thAveSW,0.0,0.40611048770814706,0.5938894305698127,8.172204024603502e-08,south
NonResidential,Mixed Use Property,1.0,39350,,267135.0938,1.86,37,LakeCityWayNE,0.0,0.9999996488668013,0.0,3.511331987393618e-07,north
SPS-District K-12,Other,1.0,32590,,1361794.25,43.13,3,37thAveNE,0.0,0.46462378586192443,0.5353760305567453,1.8358133024864998e-07,north
NonResidential,Warehouse,1.0,37500,36.0,1811506.375,13.16,31,7thAveS,0.0,0.9935918663272714,0.006407926662692534,2.0701003611289792e-07,south
NonResidential,Medical Office,2.0,39000,25.0,2615247.75,33.92,26,E.YeslerWay,0.0,0.8699649966241249,0.13003471659616186,2.867797133099259e-07,city_center
SPS-District K-12,K-12 School,1.0,51704,62.0,1799402.75,41.68,45,14thAve.S.,0.0,0.6490181255975073,0.35098145759752786,4.168049648756167e-07,south
NonResidential,Refrigerated Warehouse,1.0,25480,,741287.1875,5.17,63,21stAveS,0.0,0.9999997470615934,0.0,2.5293840655304933e-07,south
NonResidential,Warehouse,2.0,31000,,2301043.75,19.93,46,21stAveS,0.0,0.9633958502527386,0.036603823808217466,3.259390439769305e-07,south
NonResidential,Small- and Mid-Sized Office,1.0,29740,57.0,1467060.25,19.82,55,22ndave.S.,0.0,0.8583117155549679,0.1416881140362163,1.7040881583607614e-07,south
NonResidential,Small- and Mid-Sized Office,3.0,38075,,1921801.25,19.04,7,RainierAVES,0.0,0.9363153447839624,0.06368452512974482,1.3008629284883e-07,south
NonResidential,Other,2.0,20047,,117438.3984,0.82,53,RAINIERAVES,0.0,0.9999966075831633,0.0,3.3924168366672447e-06,south
NonResidential,Supermarket / Grocery Store,1.0,25159,38.0,8905287.0,247.85,54,QueenAnneAveN,0.0,0.5478639823736169,0.4521359053335395,1.1229284369029813e-07,north
Nonresidential COS,Other,1.0,27247,,2332996.5,83.1,68,1stAveW,0.0,0.37904600371239305,0.6209537819709545,2.1431665242488407e-07,north
NonResidential,Distribution Center,1.0,26680,92.0,243518.2031,1.7,61,S.IdahoStreet,0.0,0.9999991659761059,0.0,8.34023894058511e-07,south
NonResidential,Warehouse,1.0,24000,,1257033.5,46.64,65,1stAvenueS,0.0,0.34700188976666096,0.6529977124714655,3.977618734385402e-07,south
NonResidential,Distribution Center,1.0,35579,72.0,1096646.25,39.05,18,1stAveS,0.0,0.37938122708211514,0.6206185449501149,2.279677699945637e-07,south
SPS-District K-12,K-12 School,3.0,62078,97.0,1955013.5,50.69,15,18thAve.E.,0.0,0.5891289241736694,0.41087082007362097,2.557527096769263e-07,city_center
NonResidential,Other,2.0,38787,,3204685.5,67.52,40,LakeCityWayNE,0.0,0.6944278931583145,0.3055719508201351,1.5602155034599718e-07,north
NonResidential,K-12 School,3.0,32691,99.0,971990.3125,29.82,94,W.LeeSt.,0.0,0.48609640849686964,0.5139032699978684,3.215052619687242e-07,city_center
NonResidential,Worship Facility,2.0,24227,55.0,1086678.125,47.59,53,1stAve.,0.0,0.20189326991375667,0.7981066150567814,1.1502946195562913e-07,city_center
NonResidential,Distribution Center,1.0,27000,61.0,651293.3125,18.85,60,SCorgiatDrive,0.0,0.5237885810473449,0.4762109391381168,4.798145383233532e-07,south
NonResidential,Small- and Mid-Sized Office,2.0,21183,99.0,361542.0938,2.52,59,EastlakeAveE,0.0,0.9999997405557981,0.0,2.594442018999388e-07,north
NonResidential,Small- and Mid-Sized Office,3.0,25558,91.0,755618.1875,6.18,55,EASTLAKEAVEE#307,0.0,0.9738900044673686,0.026109747391436365,2.481411950361334e-07,north
NonResidential,Large Office,5.0,82234,62.0,4704936.5,32.8,31,EastlakeAVEE,0.0,0.9999998937286401,0.0,1.062713599342402e-07,north
NonResidential,Large Office,5.0,126842,98.0,4489661.0,72.26,3,StoneWayN,0.0,0.8021703643103566,0.19774945146192552,8.018422771782774e-05,north
NonResidential,Small- and Mid-Sized Office,2.0,20500,48.0,1326178.125,11.27,116,NorthNorthlakeWay,0.0,0.9669387360766488,0.033061169667536174,9.425581504185487e-08,north
NonResidential,Senior Care Community,2.0,3636,3.0,12148720.0,480.9,50,NW95thStreet,0.0,0.29314816704969743,0.7068517506371041,8.231319847951113e-08,north
NonResidential,Worship Facility,2.0,25521,82.0,605186.3125,15.47,86,33rdAve.NE,0.0,0.5971450320929061,0.40285445153718674,5.163699070553918e-07,north
NonResidential,K-12 School,1.0,23190,79.0,1705515.25,68.14,30,32ndAve.NE,0.0,0.2851431554188683,0.7148566979978631,1.465832686342594e-07,north
NonResidential,K-12 School,3.0,28820,43.0,2595783.5,106.45,94,N.79thSt.,0.0,0.262254922261429,0.7377448851185008,1.9262007022735617e-07,north
NonResidential,Worship Facility,2.0,27876,69.0,1829981.375,68.97,62,57thAve.S,0.0,0.3342006691188319,0.6657991259610497,2.0492011842954128e-07,south
SPS-District K-12,K-12 School,1.0,48789,94.0,1298307.625,29.41,91,BostonSt.,0.0,0.6601994654387091,0.33980005316536593,4.813959249005961e-07,north
NonResidential,Small- and Mid-Sized Office,2.0,40029,69.0,1471914.25,10.26,34,6thAveS.,0.0,0.9999998301531492,0.0,1.6984685080601025e-07,south
NonResidential,Small- and Mid-Sized Office,2.0,28304,67.0,1269367.5,8.85,46,SouthOrcasStreet,0.0,0.9999996061030395,0.0,3.938969604933007e-07,south
NonResidential,Other,1.0,26400,,452612.5,3.16,46,SouthOrcasStreet,0.0,0.9999988953022729,0.0,1.1046977270723346e-06,south
NonResidential,Small- and Mid-Sized Office,2.0,25872,41.0,2399353.5,81.96,47,SouthOrcasStreet,0.0,0.4107177204192713,0.5892820711912605,2.0838946812595793e-07,south
NonResidential,Warehouse,1.0,20500,65.0,222600.0938,1.55,47,SouthOrcasStreet,0.0,0.9999995786165298,0.0,4.2138347022824263e-07,south
NonResidential,Mixed Use Property,1.0,20233,,630250.125,18.16,18,FuhrmanAveE,0.0,0.5267226246087615,0.4732771770572834,1.9833395503709994e-07,north
NonResidential,Small- and Mid-Sized Office,3.0,23307,94.0,1126157.25,28.09,31,N34THST,0.0,0.6104582641544953,0.38954151385164015,2.2199386451315917e-07,north
NonResidential,Self-Storage Facility,6.0,46580,,710275.375,4.95,88,ThirdAve.,0.0,0.999999472035758,0.0,5.279642419919739e-07,city_center
NonResidential,Retail Store,2.0,25920,5.0,478690.0938,3.34,100,3RDAVE,0.0,0.9999998040485876,0.0,1.9595141242945147e-07,city_center
NonResidential,Retail Store,2.0,25920,93.0,1011667.5,13.71,97,3RDAVENUE,0.0,0.8574437747580109,0.1425557310084588,4.9423353032374e-07,city_center
NonResidential,Small- and Mid-Sized Office,2.0,25920,75.0,1793851.375,46.48,97,2ndAvenue,0.0,0.5895371348699388,0.4104626560826423,2.0904741893090772e-07,city_center
