BuildingType,PrimaryPropertyType,NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,BuildingAge,Location,SteamUse %,Electricity %,NaturalGas %,total other type %,location_type
NonResidential,Retail Store,4.0,79957,25.0,5252131.0,36.61,102,PineStreet,0.0,0.9999998096010934,0.0,1.9039890664096504e-07,city_center
NonResidential,Large Office,4.0,127268,71.0,7711757.5,148.11,95,6thAvenue,0.09265380654150497,0.7831943626339392,0.12415172546595248,1.0535860339722092e-07,city_center
NonResidential,Large Office,29.0,500000,93.0,18848780.0,131.4,33,PikeStreet,0.0,0.9999998408385052,0.0,1.591614947615838e-07,city_center
NonResidential,Large Office,6.0,96630,45.0,7335905.5,51.14,32,PikeStreet,0.0,0.9999999318420882,0.0,6.815791175895924e-08,city_center
NonResidential,Large Office,14.0,137350,89.0,6366084.5,202.99,87,3RDAVE,0.35482646358212805,0.6451734971472654,0.0,3.927060654440595e-08,city_center
NonResidential,Large Office,15.0,151039,84.0,5446624.0,238.09,87,4THAVE,0.5232741878271752,0.4767257662728325,0.0,4.5899992362485875e-08,city_center
NonResidential,Large Office,30.0,620338,72.0,52226204.0,793.05,31,4thAve,0.009945007682350416,0.8271702649497559,0.16288459333556005,1.3403233367625944e-07,city_center
NonResidential,Small- and Mid-Sized Office,4.0,63540,72.0,3518459.5,74.83,110,2ndAvenue,0.0,0.6901560185643746,0.3098438393279786,1.4210764676114707e-07,city_center
NonResidential,Large Office,10.0,130893,80.0,6962073.0,48.54,89,3rdAve,0.0,0.9999998563646202,0.0,1.4363537981232355e-07,city_center
Campus,Mixed Use Property,4.0,137400,,14940504.0,316.2,108,PikePlace,0.0,0.692394915191616,0.3076050178762376,6.693214638087142e-08,city_center
NonResidential,Other,6.0,61423,,9671619.0,185.03,20,6thAve,0.0,0.736445366592708,0.26355453001198664,1.0339530542857744e-07,city_center
NonResidential,Large Office,56.0,1215718,97.0,49517704.0,525.78,27,UnionSt.,0.01849146468907363,0.9306128773660427,0.050895534251749634,1.2369313406868088e-07,city_center
NonResidential,Large Office,36.0,794592,96.0,26689658.0,216.43,36,UniversityStreet,0.0,0.9753385000287377,0.02466138756817341,1.1240308894766571e-07,city_center
NonResidential,Large Office,21.0,363100,74.0,19397324.0,135.23,45,6thAvenue,0.0,0.9999998968929941,0.0,1.0310700593318955e-07,city_center
NonResidential,Large Office,12.0,100717,89.0,4757299.5,33.17,30,StewartStreet,0.0,0.9999998948983557,0.0,1.0510164427657287e-07,city_center
NonResidential,Small- and Mid-Sized Office,4.0,70000,72.0,4549892.0,31.72,17,AlaskanWay,0.0,0.9999997802145634,0.0,2.1978543662815042e-07,city_center
NonResidential,Large Office,11.0,189629,72.0,13329024.0,92.92,18,ElliottAve,0.0,0.9999998499515044,0.0,1.5004849562849643e-07,city_center
NonResidential,Other,12.0,155500,,14436982.0,100.65,31,Lenora,0.0,0.9999999307334455,0.0,6.926655449213115e-08,city_center
NonResidential,Small- and Mid-Sized Office,4.0,52800,83.0,2429021.0,44.48,91,4thAvenue,0.0,0.7541853281630747,0.24581426014843016,4.116884950722266e-07,city_center
NonResidential,Retail Store,8.0,861702,,17666646.0,328.83,87,PINESTREET,0.16573237783787595,0.8341682399703939,9.922653117065911e-05,1.5566055944216117e-07,city_center
NonResidential,Other,5.0,109550,,19295226.0,249.09,17,9thAve,0.08456756349990407,0.9154323976303775,0.0,3.88697183328901e-08,city_center
NonResidential,Other,9.0,46710,,4169431.5,130.69,28,UniversityStreet,0.3471251716211191,0.6528746185181361,0.0,2.0986074478202e-07,city_center
NonResidential,Medical Office,3.0,162000,65.0,13911761.0,201.15,71,UniversityStreet,0.03426897662344832,0.8556039742200862,0.11012689191540884,1.5724105673076139e-07,city_center
NonResidential,Medical Office,14.0,282363,58.0,21156670.0,147.49,24,Madison,0.0,0.9999999527335823,0.0,4.726641766872319e-08,city_center
NonResidential,Mixed Use Property,6.0,200783,100.0,55073120.0,456.22,15,4thAveN,0.0,0.9715541810596531,0.0284457099942767,1.0894607027633896e-07,city_center
NonResidential,Mixed Use Property,6.0,108912,100.0,75073888.0,530.59,15,4thAveN,0.0,0.9979149075108512,0.0020849459668320362,1.4652231672407368e-07,city_center
NonResidential,Large Office,5.0,237282,77.0,16373232.0,114.14,35,ElliottAvenueWest,0.0,0.9999998167741103,0.0,1.8322588968278097e-07,city_center
NonResidential,Warehouse,1.0,123061,59.0,1987934.625,13.86,15,SAlaskaSt,0.0,0.9999996856033432,0.0,3.143966568197598e-07,south
NonResidential,Warehouse,1.0,106000,93.0,763364.5,5.32,53,SMichiganSt,0.0,0.9999993450049092,0.0,6.549950908318891e-07,south
NonResidential,Large Office,3.0,120200,19.0,18309150.0,236.9,54,EastlakeAveE,0.0,0.8706590966811676,0.1293407940838324,1.0923500004533793e-07,city_center
NonResidential,Distribution Center,1.0,119661,97.0,775729.1875,5.44,56,S.OthelloSt.,0.0,0.9990148785010103,0.0009848797909257476,2.41708063897228e-07,south
NonResidential,Small- and Mid-Sized Office,6.0,61800,95.0,3063504.5,21.36,32,DexterAvenueNorth,0.0,0.9999998367882273,0.0,1.6321177265243847e-07,city_center
NonResidential,Large Office,3.0,56041,7.0,11319836.0,374.92,15,N34THST,0.0,0.4332432908038597,0.5667566208556378,8.834050246875336e-08,north
NonResidential,Small- and Mid-Sized Office,5.0,74880,56.0,5134607.5,35.8,42,NE100thStreet,0.0,0.9999999026215733,0.0,9.737842665558105e-08,north
NonResidential,Small- and Mid-Sized Office,6.0,88774,53.0,6029121.5,42.03,37,3rdAvenue,0.0,0.9999999170691783,0.0,8.293082165433674e-08,north
NonResidential,Large Office,5.0,122250,93.0,5535626.0,38.59,33,3rdAveNE,0.0,0.9999998193519577,0.0,1.8064804230277787e-07,north
NonResidential,Small- and Mid-Sized Office,3.0,55593,55.0,4224872.5,93.23,56,DelridgeWay,0.0,0.6728129665451442,0.32718691510808906,1.1834676671984568e-07,south
NonResidential,Large Office,4.0,73096,54.0,4695139.0,32.73,34,PontiusAveN,0.0,0.9999997870137604,0.0,2.1298623964494112e-07,city_center
NonResidential,Retail Store,1.0,158415,25.0,22394416.0,454.49,11,4thAveSouth,0.0,0.7112323893599191,0.2887675213321035,8.930797745776431e-08,south
NonResidential,Large Office,8.0,287819,,48406556.0,349.07,87,DennyWay,0.0,0.9948040922390761,0.005195804469130173,1.0329179378487652e-07,city_center
NonResidential,Other,8.0,158738,,61762380.0,1268.87,41,9thAvenue,0.09148519697589375,0.7533488508700604,0.1549780950798852,0.00018785707416069108,city_center
NonResidential,Small- and Mid-Sized Office,4.0,58195,81.0,2991674.75,20.86,31,QueenAnneAveN,0.0,0.9999997493042986,0.0,2.506957014203337e-07,city_center
NonResidential,Retail Store,1.0,164437,62.0,18390344.0,326.18,17,NW45thStreet,0.0,0.766679459612066,0.2333204316352103,1.0875272371535516e-07,north
NonResidential,Large Office,5.0,118248,95.0,5671256.0,40.47,7,TerryAve.North,0.0,0.9964388840849364,0.003560939587280137,1.7632778348541933e-07,city_center
NonResidential,Laboratory,3.0,55200,,11594121.0,269.71,88,RepublicanSt.,0.0,0.6469121721258558,0.3530877416235349,8.625060932132556e-08,city_center
NonResidential,Laboratory,4.0,129366,,33713876.0,849.83,13,TERRYAVEN,0.0,0.6047635400925127,0.39523643024610994,2.96613773542731e-08,city_center
NonResidential,Large Office,5.0,172371,96.0,7851334.5,61.93,7,BorenAve.N.,0.0,0.980123824809655,0.019876111506903698,6.368344129814574e-08,city_center
NonResidential,Warehouse,5.0,127800,56.0,2767491.0,29.53,102,FairviewAveN,0.0,0.9198187094375375,0.08018092922434075,3.6133812175709323e-07,city_center
NonResidential,Large Office,5.0,353919,71.0,30083496.0,632.4,14,FairviewAveNo.,0.0,0.6954837961651797,0.3045161373531853,6.64816349749131e-08,city_center
NonResidential,Large Office,6.0,131592,49.0,11963428.0,94.64,15,YaleAveN.,0.0,0.9796363550647857,0.020363561347132277,8.358808201158752e-08,city_center
Campus,Other,5.0,535947,,131373880.0,3995.45,19,FairviewAveN,0.0,0.49193529946744363,0.5080646548613773,4.567117906084661e-08,city_center
NonResidential,Mixed Use Property,5.0,109046,,31371618.0,726.96,13,WestlakeAve.N.,0.0,0.6488604763707119,0.3511394280014502,9.562783787053775e-08,city_center
NonResidential,Large Office,4.0,136143,97.0,6917478.5,122.68,10,TerryAve.N.,0.0,0.7667253320700599,0.23327459564926728,7.22806727804226e-08,city_center
NonResidential,Large Office,6.0,193198,97.0,7519466.5,69.59,10,WestlakeAve.N.,0.0,0.9505271417859232,0.04947279171999769,6.649407913172922e-08,city_center
NonResidential,Laboratory,4.0,102235,,24395228.0,587.16,53,RepublicanSt.,0.0,0.6294367898508676,0.37056312816588555,8.198324685793068e-08,city_center
NonResidential,Mixed Use Property,5.0,282813,,45252356.0,1019.53,8,RepublicanStreet,0.0,0.662787391666414,0.33721254203869516,6.629489091025675e-08,city_center
NonResidential,Small- and Mid-Sized Office,5.0,67236,80.0,3415561.25,23.81,42,WestThomasSt,0.0,0.9999999268055872,0.0,7.31944127529971e-08,city_center
NonResidential,Small- and Mid-Sized Office,5.0,66762,86.0,3493093.75,24.35,46,WestHarrison,0.0,0.9999997852906181,0.0,2.1470938194045885e-07,city_center
NonResidential,Small- and Mid-Sized Office,5.0,66400,75.0,3484915.5,24.29,45,1STAVEW,0.0,0.9999998565244982,0.0,1.434755018125955e-07,city_center
NonResidential,Medical Office,4.0,108344,5.0,19165116.0,477.87,28,RooseveltWayNE,0.0,0.610669249275611,0.3893305941899856,1.5653440343932346e-07,north
NonResidential,Medical Office,4.0,95995,21.0,8422861.0,77.99,22,RooseveltWayNE,0.0,0.9504244460403656,0.04957543523512973,1.1872450467187434e-07,north
NonResidential,Hospital,7.0,201075,23.0,42709624.0,1032.63,16,EastlakeAveE,0.0,0.6270692525881286,0.37293065375616513,9.365570630137654e-08,city_center
NonResidential,Supermarket / Grocery Store,2.0,121087,78.0,14512786.0,277.98,21,LakeCityWayNE,0.0,0.7359597254448594,0.26404020565038305,6.890475745535696e-08,north
NonResidential,Supermarket / Grocery Store,1.0,63225,100.0,6522551.5,45.47,8,EMARGINALWAYS,0.0,0.999999923342882,0.0,7.665711798665598e-08,south
NonResidential,Warehouse,1.0,243044,100.0,1396082.25,41.8,17,EMarginalWayS,0.0,0.5021029384192801,0.497896882508176,1.7907254390436833e-07,south
NonResidential,Other,3.0,123940,,11521702.0,80.32,15,N34thSt,0.0,0.9999999132072674,0.0,8.679273255651765e-08,north
NonResidential,Other,3.0,53464,,6876439.5,47.94,64,WestlakeAveN,0.0,0.9999997818638555,0.0,2.181361444808516e-07,north
NonResidential,Retail Store,1.0,131387,72.0,8773058.0,110.46,19,AURORAAVENUENORTH,0.0,0.8782016487295536,0.12179812329976616,2.2797068022217815e-07,north
NonResidential,Retail Store,1.0,114000,79.0,17225444.0,553.27,49,AURORAAVEN,0.0,0.454942990148759,0.5450569517975851,5.805365588251732e-08,north
NonResidential,Supermarket / Grocery Store,1.0,50083,78.0,8663691.0,158.92,19,AuroraAvenueNorth,0.0,0.7535344924005254,0.24646539217522878,1.1542424582788868e-07,north
NonResidential,Large Office,3.0,95426,73.0,4991360.5,34.9,28,North34thStreet,0.0,0.9995693558900424,0.0004305439368685151,1.001730891569963e-07,north
NonResidential,Small- and Mid-Sized Office,4.0,53472,84.0,3897738.0,27.17,16,N34thStreet,0.0,0.9999997434409393,0.0,2.565590606629087e-07,north
NonResidential,Small- and Mid-Sized Office,3.0,62332,70.0,5413418.0,37.74,15,N34thSt,0.0,0.9999998152738252,0.0,1.8472617480114195e-07,north
NonResidential,Large Office,3.0,166128,96.0,11325513.0,94.47,17,N34th,0.0,0.9700711128935174,0.02972139098688068,0.00020749611960191316,north
NonResidential,Mixed Use Property,6.0,154660,,52960796.0,1623.34,25,1stAvenue,0.33134728564125054,0.6596730910162302,0.008979472287387826,1.5105513140323268e-07,city_center
NonResidential,Large Office,5.0,268920,95.0,7683885.0,53.57,34,6thAve.S,0.0,0.9999998698575004,0.0,1.3014249955478618e-07,south
NonResidential,Warehouse,2.0,90000,87.0,1429146.375,17.17,49,4thAveS,0.0,0.890686931910666,0.109312805694938,2.6239439609998527e-07,south
NonResidential,Self-Storage Facility,4.0,106893,,465533.3125,3.25,28,15thAveWest,0.0,0.9999993287268781,0.0,6.712731218661006e-07,north
NonResidential,Large Office,10.0,143508,88.0,7637986.0,53.25,14,FifthAvenue,0.0,0.9999998690754343,0.0,1.309245657443725e-07,south
NonResidential,Warehouse,1.0,22780,33.0,402051.3125,2.8,50,6thAveS,0.0,0.9999992227360283,0.0,7.772639717407159e-07,south
NonResidential,Large Office,22.0,129000,95.0,8493420.0,59.21,46,3RDAVE,0.0,0.9999998822617979,0.0,1.1773820207672259e-07,city_center
NonResidential,Distribution Center,1.0,50065,72.0,1529510.25,42.65,49,EMarginalWayS.,0.0,0.5467508308623626,0.4532490056866242,1.63451013168725e-07,south
NonResidential,Warehouse,1.0,85400,49.0,1536998.25,10.72,50,SFrontStreet,0.0,0.999999837345293,0.0,1.6265470703658025e-07,south
NonResidential,Warehouse,1.0,55700,63.0,519806.0938,3.62,50,6thAveS,0.0,0.9999998195480948,0.0,1.8045190519622167e-07,south
NonResidential,Small- and Mid-Sized Office,1.0,53250,96.0,1794187.25,46.93,52,6thAveS,0.0,0.5842049094931424,0.415794951168001,1.3933885656403078e-07,south
NonResidential,Small- and Mid-Sized Office,6.0,50245,98.0,2179719.75,28.63,29,MercerStreet,0.0,0.8663967007685277,0.1336029551505417,3.4408093063653666e-07,city_center
NonResidential,Mixed Use Property,2.0,55916,,3684188.5,38.48,89,EastPineStreet,0.0,0.9247222285178948,0.07527763576700812,1.3571509716037156e-07,city_center
NonResidential,Distribution Center,1.0,161678,25.0,9357230.0,204.81,48,1stAvenueSouth,0.0,0.6766962017605638,0.3233036913702025,1.0686923368474766e-07,south
NonResidential,Distribution Center,1.0,101101,1.0,21795830.0,152.71,67,1STAVES,0.0,0.9992393040320098,0.0007605583269827302,1.3764100748048236e-07,south
NonResidential,Distribution Center,1.0,52613,80.0,1061458.25,32.02,36,2NDAVES,0.0,0.49730830204579407,0.5026914624291628,2.35525043024154e-07,south
NonResidential,Other,1.0,56608,,5094197.0,74.31,76,1stAve.South,0.0,0.8349233451317254,0.16507645856648262,1.963017919326404e-07,south
NonResidential,Refrigerated Warehouse,1.0,104099,,17695420.0,142.36,63,2ndAveSouth,0.0,0.9767335841703673,0.02326618978244088,2.2604719185359556e-07,south
NonResidential,Supermarket / Grocery Store,1.0,58480,37.0,11054535.0,272.54,36,NE145thStreet,0.0,0.6167397362259018,0.3832601733134863,9.046061189010857e-08,north
NonResidential,Large Office,6.0,211900,95.0,9058916.0,54.92,11,YaleAvenueNorth,0.0,0.8695734677305762,0.0,0.1304265322694238,city_center
NonResidential,Retail Store,4.0,104014,42.0,9937707.0,190.61,20,YaleAve.N.,0.0,0.7353714493695578,0.26462845000360746,1.0062683475364764e-07,city_center
NonResidential,Small- and Mid-Sized Office,2.0,62220,32.0,5444253.5,38.55,102,RainierAveS,0.0,0.9976438459377397,0.002356062222304674,9.183995564043812e-08,south
NonResidential,Small- and Mid-Sized Office,1.0,65430,89.0,3181045.5,90.24,46,PoplarPlS.,0.0,0.5362365926548363,0.4637632501641363,1.5718102752693142e-07,south
NonResidential,Large Office,3.0,59850,26.0,6062770.5,49.17,10,25thAveNE,0.0,0.9753258844285793,0.024674033100873603,8.247054716914448e-08,north
NonResidential,Other,3.0,80004,,12232124.0,85.28,90,EPikeSt,0.0,0.9999998364960984,0.0,1.635039016401052e-07,city_center
NonResidential,Warehouse,2.0,323916,92.0,8024064.5,262.45,25,6thAveS,0.0,0.44218051836447725,0.5578194193229629,6.231255988975448e-08,south
NonResidential,Mixed Use Property,14.0,304052,66.0,21027396.0,247.35,84,12thAvenueSouth,0.0,0.8961406348175495,0.10385931762544444,4.755700611092095e-08,south
NonResidential,Small- and Mid-Sized Office,4.0,54175,,4855036.5,33.85,38,EastlakeAveE,0.0,0.9999998970141625,0.0,1.029858375245496e-07,north
NonResidential,Mixed Use Property,1.0,50000,,2603931.25,63.89,88,MercerSt,0.0,0.6192740303723456,0.38072587361897514,9.600867922898715e-08,city_center
NonResidential,Large Office,5.0,77953,62.0,5135040.0,35.8,26,EastlakeAveE,0.0,0.9999998052595501,0.0,1.9474044987699557e-07,city_center
NonResidential,Retail Store,2.0,302812,97.0,7290824.5,129.29,66,NENORTHGATEWAY,0.0,0.7667569010884846,0.23324303033216615,6.857934931048248e-08,north
NonResidential,Small- and Mid-Sized Office,5.0,86400,53.0,9080022.0,293.55,42,N107thST,0.0,0.45040419505591506,0.5495956948121932,1.1013189182840222e-07,north
NonResidential,Small- and Mid-Sized Office,6.0,86483,56.0,6361236.5,44.35,35,MeridianAveNorth,0.0,0.9999999213989292,0.0,7.860107076318457e-08,north
NonResidential,Distribution Center,1.0,51600,75.0,1124543.125,22.1,40,WMarginalWaySW,0.0,0.7251905079229398,0.27480938092080726,1.1115625286883812e-07,south
NonResidential,Large Office,5.0,91649,95.0,4636396.5,58.88,30,DexterAveN,0.0,0.8758269487952551,0.12417294336237204,1.0784237280958564e-07,city_center
NonResidential,Other,3.0,69854,,6963616.5,49.28,11,MeridianAveN,0.0,0.9977008354782317,0.002299092719996858,7.18017714174124e-08,north
NonResidential,Medical Office,3.0,63909,,4765753.5,33.22,11,N.115thStreet,0.0,0.9999998950847961,0.0,1.0491520385791375e-07,north
NonResidential,Medical Office,3.0,133298,21.0,15640994.0,295.48,55,MeridianAveN,0.0,0.7416524806543625,0.25834739147652636,1.278691110773167e-07,north
NonResidential,Retail Store,2.0,168619,78.0,6455828.5,91.1,51,NENORTHGATEWAYSTE475,0.0,0.8452643994492729,0.15473552310133393,7.744939312104293e-08,north
NonResidential,Large Office,4.0,104500,91.0,6486377.5,45.22,16,MercerSt,0.0,0.9999999229153714,0.0,7.708462856914622e-08,city_center
NonResidential,Other,1.0,11440,,1770027.5,49.9,16,1STAVES,0.0,0.5400859591164544,0.4599137584020587,2.8248148686849106e-07,south
NonResidential,Small- and Mid-Sized Office,1.0,53620,86.0,2058955.25,22.12,68,SDawsonSt,0.0,0.918224910424838,0.08177496815435886,1.2142080318966464e-07,south
NonResidential,Small- and Mid-Sized Office,1.0,50008,62.0,3202213.0,65.3,78,1stAveS,0.0,0.7091461436200528,0.2908535440959112,3.12284035963728e-07,south
NonResidential,Large Office,4.0,191000,98.0,6657348.5,49.74,7,ElliottAvenueWest,0.0,0.9891504102571768,0.01084936442789498,2.253149282704925e-07,city_center
NonResidential,Refrigerated Warehouse,1.0,76354,70.0,2843033.5,20.29,45,6thAveS,0.0,0.9964441150623093,0.003555709069203722,1.7586848688466716e-07,south
NonResidential,Warehouse,1.0,98480,65.0,2831565.5,39.5,60,4thAvenueSouth,0.0,0.8487697000122371,0.1512301234069987,1.7658076423288094e-07,south
NonResidential,Mixed Use Property,2.0,53002,75.0,3441643.25,64.0,112,N45thSt.,0.0,0.7480528378413422,0.25194708951893835,7.263971935067559e-08,north
NonResidential,Mixed Use Property,3.0,124700,,22530168.0,640.71,8,EBlaineSt.,0.0,0.5347391106892767,0.4652608449257902,4.4384933062247e-08,city_center
NonResidential,Other,3.0,106003,,19155416.0,406.02,96,EastlakeAveE,0.0,0.6916927828662139,0.30830716492922944,5.220455667753754e-08,city_center
NonResidential,Supermarket / Grocery Store,1.0,61053,32.0,13133225.0,306.5,14,RainierAve,0.0,0.6452827846930209,0.354717139164219,7.614276009704213e-08,south
NonResidential,Small- and Mid-Sized Office,5.0,78920,88.0,2830674.75,19.73,112,SouthJacksonStreet,0.0,0.9999997350455047,0.0,2.649544953436944e-07,south
NonResidential,Small- and Mid-Sized Office,7.0,99440,64.0,6606832.5,134.69,110,OccidentalAve.S.,0.0,0.7092431963425742,0.2907567279781953,7.567923054896397e-08,south
NonResidential,Small- and Mid-Sized Office,6.0,73260,82.0,2853189.5,19.89,109,SouthKingStreet,0.0,0.9999998247575214,0.0,1.7524247863942577e-07,south
NonResidential,Small- and Mid-Sized Office,4.0,69817,87.0,2178074.5,76.8,116,SouthMainSt.,0.35402149352558876,0.5716622640777439,0.0743160989213179,1.4347534948999652e-07,south
NonResidential,Large Office,4.0,164380,79.0,7655751.0,130.31,116,OccidentalAvenueS,0.05218799729771775,0.8094194808582463,0.1383924320422647,8.980177124140454e-08,south
NonResidential,Large Office,7.0,160580,98.0,4336187.5,99.59,109,SecondAveS,0.0800721616166275,0.6950993240029404,0.22482837746292106,1.3691751099553784e-07,south
NonResidential,Large Office,4.0,103200,80.0,4374646.0,30.5,116,1stAvenueSouth,0.0,0.9999997714100752,0.0,2.2858992476670892e-07,south
NonResidential,Distribution Center,6.0,64800,15.0,2688675.75,18.74,106,1stAveS,0.0,0.999999721052269,0.0,2.7894773102499215e-07,south
NonResidential,Distribution Center,4.0,56270,,1056782.125,7.37,109,1stAveS,0.0,0.9999998817163944,0.0,1.1828360557686324e-07,south
NonResidential,Small- and Mid-Sized Office,4.0,66842,31.0,5608600.5,138.35,112,1stAvenueSouth,0.0,0.6164710786585709,0.3835288321926299,8.914879923160868e-08,south
NonResidential,Large Office,7.0,184322,81.0,9722890.0,67.78,112,SKINGST,0.0,0.9999998971499214,0.0,1.0285007856492001e-07,south
NonResidential,Large Office,7.0,287853,43.0,25567108.0,182.14,7,1STAVES,0.0,0.9966939553742253,0.0033059664002670934,7.822550751601653e-08,south
NonResidential,Mixed Use Property,6.0,174226,,63835192.0,445.62,7,UtahAveS,0.0,0.9997954733182286,0.00020447968575076895,4.699602063062969e-08,south
NonResidential,Small- and Mid-Sized Office,3.0,60592,16.0,5049446.5,47.25,86,1stAve.South,0.0,0.9483047300332819,0.051695170945964077,9.902075404077948e-08,south
NonResidential,Retail Store,1.0,107930,57.0,7221482.5,100.42,23,UtahAvenueSouth,0.0,0.8496999058018904,0.15029988648452725,2.0771358233417914e-07,south
NonResidential,Warehouse,1.0,99084,83.0,1618110.375,49.25,90,SouthSpokaneSt.,0.0,0.49136821089846855,0.5086315573497265,2.3175180485779379e-07,south
NonResidential,Small- and Mid-Sized Office,6.0,55123,2.0,8570571.0,59.75,15,NE45thST,0.0,0.9999998833216597,0.0,1.1667834032280666e-07,north
NonResidential,Medical Office,5.0,89191,6.0,19248732.0,477.85,8,FairviewAvenueNorth,0.0,0.6130442254585913,0.38695572258993477,5.195147401160227e-08,city_center
NonResidential,Large Office,5.0,121885,41.0,8381834.5,58.43,25,DelridgeWaySW,0.0,0.9999998210415632,0.0,1.789584368472319e-07,south
NonResidential,Medical Office,0.0,225982,53.0,20560622.0,692.12,12,MadisonStreet,0.38012775099897267,0.6198721517277055,0.0,9.727332184183979e-08,city_center
NonResidential,Large Office,11.0,312512,,25747022.0,185.39,16,5thAve.South,0.0,0.995034066464075,0.004965817017595278,1.1651832976244947e-07,south
NonResidential,Large Office,42.0,1592914,97.0,56498868.0,481.06,11,2ndAve,0.017458813289852108,0.975664220387566,0.0068768103460055165,1.5597657643251495e-07,city_center
NonResidential,Small- and Mid-Sized Office,6.0,97720,,2478025.25,17.28,90,5thAve.,0.0,0.9999998991132153,0.0,1.0088678470410173e-07,city_center
NonResidential,Medical Office,10.0,215923,46.0,17254810.0,190.1,31,madisonStreet,0.05761606836006888,0.9423838338411145,0.0,9.779881671168056e-08,city_center
NonResidential,Medical Office,7.0,94500,68.0,5792926.0,40.38,29,EJeffersonSt,0.0,0.9999998273756647,0.0,1.7262433527065468e-07,city_center
NonResidential,Medical Office,9.0,201560,58.0,14751117.0,130.32,8,7thAve.,0.0,0.9596200748729741,0.04037978954407317,1.3558295275384324e-07,city_center
NonResidential,Medical Office,19.0,163504,50.0,15067340.0,357.39,43,BorenAvenue,0.23852519754648133,0.7614746863082668,0.0,1.1614525186054436e-07,city_center
NonResidential,Large Office,6.0,205521,94.0,8138616.5,282.46,116,"FirstAvenue,Suite350",0.2541791654638107,0.5315396050422083,0.21428113734072615,9.215325480482761e-08,city_center
NonResidential,Small- and Mid-Sized Office,6.0,56700,55.0,3065954.5,21.37,116,FirstAvenue,0.0,0.9999998369186497,0.0,1.6308135031284365e-07,city_center
NonResidential,Small- and Mid-Sized Office,4.0,72000,89.0,2729167.75,23.48,91,MaynardAveS,0.0,0.9646131132833443,0.035386611907604434,2.748090512927348e-07,south
NonResidential,Large Office,4.0,96254,93.0,5101504.5,35.56,16,WestlakeAvenueNorth,0.0,0.9999999019896973,0.0,9.80103026515522e-08,city_center
NonResidential,Other,3.0,57236,,9029489.0,310.19,15,SWAndoverStreet,0.0,0.40653042492216335,0.5934694643295982,1.1074823835777181e-07,south
NonResidential,Large Office,14.0,362046,86.0,15725581.0,116.95,8,StewartStreet,0.0,0.98991261435746,0.010087194870574257,1.9077196566907872e-07,city_center
NonResidential,Large Office,23.0,538933,90.0,16020642.0,111.69,15,PikeStreet,0.0,0.9999998751610578,0.0,1.2483894218373592e-07,city_center
NonResidential,Other,6.0,78852,,5233553.5,36.49,33,ElliottAvenue,0.0,0.999999904462618,0.0,9.55373820055172e-08,city_center
NonResidential,Large Office,1.0,130550,12.0,8751704.0,98.54,9,AirportWaySouth,0.0,0.9070517010173105,0.09294818471922725,1.1426346224752137e-07,south
NonResidential,Large Office,1.0,105100,1.0,22078064.0,357.86,38,WEwingSt,0.0,0.7997850717345506,0.20021488297162288,4.529382646722979e-08,north
NonResidential,Small- and Mid-Sized Office,2.0,61929,59.0,2203026.5,55.73,79,ElliotAveW,0.0,0.6028316046130175,0.39716816842648056,2.2696050194781492e-07,center_both_side
NonResidential,Large Office,4.0,110111,1.0,25478086.0,177.62,16,ElliotAveWest,0.0,0.9999998822517515,0.0,1.1774824848487242e-07,city_center
NonResidential,Large Office,4.0,87051,1.0,27137190.0,189.18,16,ElliotAveWest,0.0,0.9999998894506027,0.0,1.1054939730303914e-07,city_center
NonResidential,Small- and Mid-Sized Office,3.0,20565,65.0,802312.5,5.59,91,2ndAvenue,0.0,0.9999993768014334,0.0,6.231985666405038e-07,city_center
NonResidential,Large Office,5.0,103966,63.0,7857972.5,54.78,16,ElliotAveWest,0.0,0.9999999363703551,0.0,6.362964488637601e-08,city_center
NonResidential,Large Office,5.0,137201,56.0,14856199.0,103.57,8,ElliottAveW,0.0,0.9999999326880314,0.0,6.731196855458421e-08,city_center
NonResidential,Large Office,5.0,129362,95.0,5514308.5,116.74,30,ElliottAveWest,0.0,0.692250170624295,0.3077497387025046,9.067320050348826e-08,city_center
NonResidential,Large Office,7.0,197203,63.0,12729858.0,88.74,30,ElliottAvenue,0.0,0.9999998428890566,0.0,1.5711094336623432e-07,city_center
NonResidential,Large Office,3.0,187130,77.0,10053489.0,70.09,23,AlaskanWay,0.0,0.9999999005320441,0.0,9.946795587190138e-08,city_center
NonResidential,Large Office,5.0,133177,99.0,17186624.0,119.81,16,ElliottAvenue,0.0,0.9999999418152163,0.0,5.818478365782198e-08,city_center
NonResidential,Warehouse,5.0,154330,81.0,1262235.25,8.8,104,AlaskanWay,0.0,0.999999801938664,0.0,1.9806133599864495e-07,city_center
NonResidential,Large Office,6.0,93555,,4515180.5,50.17,98,University,0.05897039996518411,0.9410294892972717,0.0,1.1073754413448711e-07,city_center
NonResidential,Large Office,6.0,167860,70.0,6797647.0,47.39,111,WesternAve,0.0,0.9999998528902722,0.0,1.4710972784381937e-07,city_center
NonResidential,Large Office,6.0,112560,86.0,4946798.5,97.82,106,ColumbiaStreet,0.0,0.7224915265903796,0.27750837233414705,1.0107547332438571e-07,city_center
NonResidential,Distribution Center,1.0,110613,95.0,1015060.188,7.08,56,6thAveS,0.0,0.9999998147893079,0.0,1.8521069211629992e-07,south
